id,title,author,nicknames,suite,performances,copy_id,core_gd,cover_gd,cover_jg,core_jrad,aka,debut_gd,notes,abbrev
19,Big Railroad Blues,Noah Lewis,,,210:247:806:1061:1163:1203:1273:1542:2387:3041:3322:3872:3911:4455:4664:4869:5060:5245,19,TRUE,TRUE,,,,1971,,
258,Viola Lee Blues,Noah Lewis,VLB,,20:57:109:185:187:189:243:266:386:442:444:520:522:664:770:772:793:1015:1019:1033:1097:1099:1188:1256:1320:1514:1590:1643:1648:1707:1866:1895:1897:1956:2256:2300:2409:2523:2626:2822:2849:3005:3140:3213:3288:3352:3404:3459:3515:3561:3602:3715:3834:3930:4039:4127:4129:4192:4315:4359:4560:4758:4858:4964:5040:5179:5222:5294:5413:5508,258,,TRUE,,,,1966,,
168,Not Fade Away,Norman Petty & Buddy Holly,NFA,,90:136:203:246:283:366:396:474:501:557:596:645:682:717:731:801:936:999:1024:1124:1146:1192:1233:1340:1406:1485:1487:1577:1656:1728:1730:1850:1886:1939:1970:2025:2141:2143:2158:2160:2302:2486:2567:2659:2706:2940:2989:3016:3027:3145:3174:3241:3324:3384:3397:3517:3550:3620:3654:3836:3901:4060:4208:4257:4345:4415:4462:4579:4672:4752:4825:4848:4982:5295:5410:5495:5532,168,,TRUE,,,,1968,,
637,Peggy Sue,Norman Petty & Jerry Allison (Buddy Holly),,,,637,,TRUE,,,,1969,,
143,Man Smart (Woman Smarter),Norman Span (King Radio),Women Smarter,,236:564:1104:1771:2146:2317:2474:2566:2661:2811:2847:2945:3028:3090:3223:3308:3498:3720:4095:4165:4346:4573:4688:4786:5027:5175:5347:5546,143,,TRUE,,,,1981,,
479,Don't Mess Up a Good Thing,Oliver Sain (Oliver Sain Revue),,,,479,,TRUE,,,,1966,,
316,Head Over Heels,Orzabal – Smith (Tears for Fears),,,,316,,,,,,,,
462,Crazy Train,Osbourne — Rhoads — Daisley (Ozzy Osbourne),,,,462,,,,,,,,
93,Hard To Handle,"Otis Redding, Alvertis Isbell, Allen Jones",,,1148:2251:3729:3959:4589:4841:5100:5503,93,,TRUE,,,,1969,,
35,I Can't Turn You Loose,"Otis Redding, Steve Cropper, William Robinson",,,,35,,,,,,,,
663,John's Other,Papa John Creach (Jefferson Airplane; Hot Tuna),,,,663,,TRUE,,,,1970,,
541,The Only Time Is Now,Parker – Garcia – Kreutzmann – Lesh – McKernan – Weir (Grateful Dead),Only Time is Now,,,541,TRUE,,,,,1966,,
574,That Would Be Something,Paul McCartney,,,,574,,TRUE,,,,1991,,
638,Paperback Writer,Paul McCartney (The Beatles),,,,638,,TRUE,,,,1995,,
269,Why Don't We Do It in the Road?,Paul McCartney (The Beatles),Do It In the Road,,3581:3728:4741:5208,269,,TRUE,,,,1984,,
1,50 Ways to Leave Your Lover,Paul Simon,50 Ways,,,1,,,,,,,,
733,The Boxer,Paul Simon,,,,733,,TRUE,,,,1981,,
272,You Can Call Me Al,Paul Simon,,,,272,,,,,,,,
452,Let My Love Open the Door,Pete Townshend,,,,452,,,,,,,,
818,Won't Get Fooled Again,Pete Townshend (The Who),,,,818,,,,,,1971,https://en.wikipedia.org/wiki/Won't_Get_Fooled_Again,
771,Black Magic Woman,"Peter Green, Carlos Santana, Gabor Szabo",,,,771,,,,,,,,
709,Fire in the City,Peter Krug (Jon Hendricks),,,,709,,TRUE,,,,1967,,
747,Ballad of Ira Hayes,Peter LaFarge (Johnny Cash),,,,747,,TRUE,,,,1987,,
174,Passenger,Peter Monk & Phil Lesh (Grateful Dead),,,1642:5120:5234,174,TRUE,,,,,1977,,
192,Runnin' Down a Dream,Petty – Lynne – Campbell (Tom Petty),,,2157:5160,192,,,,,,,,
416,That's All,"Phil Collins, Tony Banks, Mike Rutherford (Genesis)",,,,416,,,,,,,https://en.wikipedia.org/wiki/That%27s_All_(Genesis_song),
572,Cardboard Cowboy,Phil Lesh (Grateful Dead),,,,572,TRUE,,,,The Monster; No Turn Left Unstoned,1966,,
726,Childhood's End,Phil Lesh (Grateful Dead),,,,726,TRUE,,,,,1994,,
712,Equinox,Phil Lesh (Grateful Dead),,,,712,TRUE,,,,,1977,,
210,Stronger Than Dirt,Phil Lesh (Grateful Dead),,King Solomon's Marbles,,210,TRUE,,,,,1975,,
513,If the Shoe Fits,Phil Lesh & Andrew Charles,,,,513,TRUE,,,,,1994,,
553,Seastones,Phil Lesh & Ned Lagin,,,5487:5488,553,TRUE,,,,,1975,,
29,Box of Rain,Phil Lesh & Robert Hunter (Grateful Dead),,,153:991:1091:1662:1800:2121:2335:2512:2716:2881:3258:3357:3430:3768:4222:4586:4898:5037:5517,29,TRUE,,,,,1972,,
536,New Potato Caboose,Phil Lesh & Robert Petersen (Grateful Dead),,,,536,TRUE,,,,,1967,,
632,Revolutionary Hamstrung Blues,"Phil Lesh, Brent Mydland, Robert Petersen (Grateful Dead)",,,,632,TRUE,,,,,1986,,
127,King Solomon's Marbles,"Phil Lesh, Mickey Hart, Bill Kreutzmann (Grateful Dead)",,,112:152:311:413:476:628:728:781:857:1073:1384:1435:1506:1533:1640:1826:2050:2069:2176:2339:2553:3108:3291:3415:3599:3761:3922:4172:4603:4849:4971:5317:5406,127,TRUE,,,,,1975,,KSM
566,Milkin' the Turkey,"Phil Lesh, Mickey Hart, Bill Kreutzmann (Grateful Dead)",,King Solomon's Marbles,,566,TRUE,,,,,1975,,
605,Twist and Shout,Phil Medley & Bert Russell (The Top Notes; the Isley Brothers; the Beatles),,,,605,,TRUE,,,,1969,,
297,Another Brick in the Wall,Pink Floyd,,,4393,297,,,,,,,,ABITW
405,Echoes,Pink Floyd,,,3798:3942:4382,405,,,,,,,,
333,Fearless,Pink Floyd,,,,333,,,,,,,,
150,Money,Pink Floyd,,,2277:2297,150,,,,,,,,
394,On the Run,Pink Floyd,,,,394,,,,,,,,
404,Pigs (Three Different Ones),Pink Floyd,Pigs,,3800:3963:4223:4360:5479:5484,404,,,,,,,,
412,Set the Controls for the Heart of the Sun,Pink Floyd,Set the Controls,,3810,412,,,,,,,,
576,Tomorrow Is Forever,Porter Wagoner & Dolly Parton,,,,576,,TRUE,,,,1972,,
307,Peaches,Presidents of the United States of America,,,,307,,,,,,,,
343,Rum & Coca Cola,Professor Longhair,,,,343,,,,,,,,
798,Tom Sawyer,"Pye Dubois, Geddy Lee, Neil Peart, Alex Lifeson (Rush)",,,,798,,,,,,1981,https://en.wikipedia.org/wiki/Tom_Sawyer_(song),
808,Swan Lake,Pyotr Ilyich Tchaikovsky,,,,808,,,,,,1877,https://en.wikipedia.org/wiki/Swan_Lake,
321,Don't Stop Me Now,Queen,,,,321,,,,,,,,
456,Airbag,Radiohead,,,,456,,,,,,,,
387,Everything in Its Right Place,Radiohead,Right Place,,,387,,,,,,,,
774,I Might Be Wrong,Radiohead,,,,774,,,,,,,,
126,Killer Cars,Radiohead,,,859:2787,126,,,,,,,,
160,"Myxomatosis. (Judge, Jury & Executioner.)",Radiohead,Myxomatosis,,861,160,,,,,,,,
308,Optimistic,Radiohead,,,,308,,,,,,,,
173,Paranoid Android,Radiohead,,,1573,173,,,,,,,,
227,The Bends,Radiohead,Bends,,854:2215:2988:4176,227,,,,,,,,
161,The National Anthem,Radiohead,Natl Anthem,,1715,161,,,,,,,,
380,There There. (The Boney King of Nowhere.),Radiohead,There There,,,380,,,,,,,,
231,The 'In' Crowd,Ramsey Lewis (Billy Page),,,2032,231,,,,,,,,
443,Shake Your Body (Down to the Ground),Randy Jackson & Michael Jackson (The Jacksons),Shake Your Body,,,443,,,,,,,,
657,Linda Lu,Ray Sharpe,,,,657,,,,,,1979,,
358,Powerhouse,Raymond Scott,,,,358,,,,,,,,
406,2001 (Also Sprach Zarathustra),Richard Strauss (Phish),2001,,,406,,,,,,,,
814,1952 Vincent Black Lightning,Richard Thompson,,,4893,814,,,,,,1991,https://en.wikipedia.org/wiki/1952_Vincent_Black_Lightning,
31,Broken Arrow,Robbie Robertson,,,2779:3776:4453:4931,31,,TRUE,,,,1993,,
43,Chest Fever,Robbie Robertson (The Band),,,4164:5009,43,,,,,,1968,https://en.wikipedia.org/wiki/Chest_Fever,
172,Ophelia,Robbie Robertson (The Band),,,224:409:910:1122:1248:1484:1881:2366:2887:3009:3198:3726:4651:4911:5390,172,,,,,,,,
393,Rag Mama Rag,Robbie Robertson (The Band),,,3737,393,,,,,,,,
630,Rip It Up,Robert Blackwell & John Marascalco (Little Richard),,,,630,,TRUE,,,,1973,,
499,Hi-Heel Sneakers,Robert Higginbotham (Tommy Tucker),,,,499,,TRUE,,,Put On Your Red Dress Baby,1960s,,
753,Arizona Lightning,Robert Hunter,,,,753,,,,,,1974,,
586,What'll You Raise,Robert Hunter,,,,586,TRUE,,,,,1979,,
67,Easy Wind,Robert Hunter (Grateful Dead),,,28:135:265:398:436:560:1087:1214:1235:1575:1836:2039:2179:2391:2522:2724:2877:2995:3229:3310:4041:4206:4464:4677:5367,67,TRUE,,,,,1969,,
155,It Must Have Been the Roses,Robert Hunter (Grateful Dead),Roses,,990:1125:1243:1352:1430:1920:2334:2871:3199:3613:4295:4896:5235,155,TRUE,,,,Maybe It Was the Roses,1974,,
8,Alligator,"Robert Hunter & ""Pigpen"" Ron McKernan (Grateful Dead)",,,91:110:219:410:483:629:791:866:1001:1047:1511:1576:1735:1845:2015:2066:2173:2258:2550:2814:2883:3033:3287:3719:3848:4105:4713:4856:5073:5338,8,TRUE,,,,,1967?,,
154,Mr. Charlie,"Robert Hunter & ""Pigpen"" Ron McKernan (Grateful Dead)",,,5:105:253:412:529:600:794:879:1058:1290:1446:1710:2017:2144:2398:2476:2947:3097:3457:3714:4305:4756:5490,154,TRUE,,,,Mister Charlie,1971,,Mr Charlie
199,Silvio,Robert Hunter & Bob Dylan,,,1354:2056:2304:2388:2613:3282:3432:3668:3827:4215:4514:4865:5083:5263,199,,TRUE,,,,,,
90,Greatest Story Ever Told,Robert Hunter & Bob Weir (Grateful Dead),Greatest Story,,206:295:297:338:420:497:540:584:669:687:796:869:901:903:919:972:1090:1249:1367:1525:1726:1738:1777:1964:2132:2222:2314:2404:2473:2505:2636:2682:2799:2958:3046:3095:3207:3294:3463:3575:3597:3700:3820:3822:4020:4110:4221:4288:4512:4632:4721:4882:5012:5139:5204:5446:5483,90,TRUE,,,,,1971,,GSET
686,Hollywood Cantata,Robert Hunter & Bob Weir (Grateful Dead),,,,686,TRUE,,,,,1975,,
176,Playing in the Band,Robert Hunter & Bob Weir (Grateful Dead),Playin',,32:79:89:190:272:359:380:531:552:722:752:842:949:1071:1264:1266:1360:1457:1830:2031:2033:2109:2184:2269:2316:2371:2452:2576:2634:2672:2717:2794:2802:2975:3048:3110:3183:3251:3263:3360:3425:3471:3488:3570:3595:3619:3693:3744:3797:3864:3949:3965:4044:4114:4171:4254:4285:4335:4402:4430:4504:4540:4587:4676:4730:4732:4809:4823:4834:4914:4979:5016:5099:5153:5236:5291:5322:5360:5400:5469:5521,176,TRUE,,,,Playin' in the Band,1971,,PITB
215,Sugar Magnolia,Robert Hunter & Bob Weir (Grateful Dead),Sugar,,215:299:360:401:453:499:512:573:631:802:873:969:1128:1161:1262:1540:1679:1748:1788:1961:2162:2765:2915:3187:3786:3888:4132:4224:4333:4439:4703:4815:4970:5085:5345:5409,215,TRUE,,,,,1970,,
217,Sunshine Daydream,Robert Hunter & Bob Weir (Grateful Dead),SSDD,,216:300:364:402:454:500:513:574:632:803:874:981:1129:1162:1263:1541:1680:1749:1789:1962:2163:2766:3188:4133:4163:4225:4472:4816,217,TRUE,,,,,1970?,,SSDD
597,We Can Run,Robert Hunter & Brent Mydland (Grateful Dead),,,,597,TRUE,,,,,1989,,
5,Alabama Getaway,Robert Hunter & Jerry Garcia (Grateful Dead),Getaway,,204:345:559:1004:2936:3731:4031:4459:4787,5,TRUE,,,,,1979,,
9,Althea,Robert Hunter & Jerry Garcia (Grateful Dead),,,2:33:78:169:267:320:423:545:686:824:941:1123:1153:1225:1467:1569:1801:1973:2028:2100:2229:2530:2635:2758:2820:3047:3121:3176:3216:3411:3489:3512:3596:3764:3839:3953:4227:4484:4561:4720:4937:5102:5157:5272,9,TRUE,,,,,1979,,
469,Attics of My Life,Robert Hunter & Jerry Garcia (Grateful Dead),Attics,,,469,TRUE,,,,,1970,,
742,Believe It or Not,Robert Hunter & Jerry Garcia (Grateful Dead),,,,742,TRUE,,,,,1988,,
18,Bertha,Robert Hunter & Jerry Garcia (Grateful Dead),,,1:27:76:227:250:337:416:494:524:634:663:719:792:885:1002:1076:1142:1213:1229:1302:1407:1610:1754:1913:1977:2000:2063:2106:2145:2299:2348:2369:2475:2519:2573:2677:2728:2729:2906:2960:3085:3131:3150:3209:3267:3329:3505:3632:3669:3751:3837:3958:4007:4107:4216:4366:4615:4666:4775:4808:4837:4921:5069:5093:5138:5252:5381:5442:5519,18,TRUE,,,,,1971,,
22,Bird Song,Robert Hunter & Jerry Garcia (Grateful Dead),,,133:202:271:561:799:1060:1258:1344:1544:1639:1948:1950:2264:2266:2374:2681:2976:3279:3281:3588:3775:3841:3913:4015:4170:4301:4376:4446:4550:4639:4764:4867:5055:5079:5130:5213:5318:5516,22,TRUE,,,,,1971,,
23,Black Muddy River,Robert Hunter & Jerry Garcia (Grateful Dead),,,2889:3698:4344,23,TRUE,,,,,1986,,
24,Black Peter,Robert Hunter & Jerry Garcia (Grateful Dead),,,207:551:887:2340:2731:3672:4570:4941:5110:5113:5169:5498,24,TRUE,,,,,1969,,
26,Blues for Allah,Robert Hunter & Jerry Garcia (Grateful Dead),,,1390:3168:3323:4624:5227,26,TRUE,,,,,1975,,
30,Brokedown Palace,Robert Hunter & Jerry Garcia (Grateful Dead),,,42:130:301:753:1421:1878:1992:2098:2292:3240:3527:3593:3946:4332:4855:5374,30,TRUE,,,,,1970,,
32,Brown-Eyed Women,Robert Hunter & Jerry Garcia (Grateful Dead),,,6:132:170:235:254:388:502:597:679:808:881:915:1006:1117:1219:1260:1316:1412:1486:1605:1618:1688:1847:1849:1890:2097:2137:2187:2285:2426:2501:2638:2703:2723:2951:3030:3083:3127:3167:3246:3346:3383:3431:3484:3525:3545:3625:3651:3716:3835:3897:4047:4235:4311:4404:4489:4591:4692:4830:4864:5049:5154:5292:5296:5430:5464:5528,32,TRUE,,,,,1971,,BEW
33,Built To Last,Robert Hunter & Jerry Garcia (Grateful Dead),,,745,33,TRUE,,,,,1988,,
34,Candyman,Robert Hunter & Jerry Garcia (Grateful Dead),,,419:870:1020:1350:1712:1781:2223:2313:2690:2784:2961:3096:3196:3326:3462:3629:3685:3877:4052:4204:4251:4353:4731:4859:5065:5198:5206:5524,34,TRUE,,,,,1970,,
37,Casey Jones,Robert Hunter & Jerry Garcia (Grateful Dead),,,47:173:304:418:905:1059:1241:1445:1589:1868:2036:2175:2678:2904:3172:3273:3572:3730:3896:4583:4768:4932:5098:5468,37,TRUE,,,,,1969,,
44,China Cat Sunflower,Robert Hunter & Jerry Garcia (Grateful Dead),China Cat,,9:63:172:244:263:323:383:477:532:601:726:816:925:956:1063:1212:1275:1332:1415:1461:1616:1742:1772:1899:2127:2253:2322:2468:2493:2604:2657:2687:2763:2816:2848:2938:3011:3062:3114:3178:3227:3401:3523:3556:3725:3868:3927:4042:4106:4184:4233:4274:4363:4621:4689:4740:4872:4961:5013:5076:5141:5176:5220:5348:5414:5506,44,TRUE,,,,,1968,,
45,China Doll,Robert Hunter & Jerry Garcia (Grateful Dead),,,2236:3767:4210,45,TRUE,,,,,1973,,
472,Comes a Time,Robert Hunter & Jerry Garcia (Grateful Dead),,,,472,TRUE,,,,,1971,,
50,Cosmic Charlie,Robert Hunter & Jerry Garcia (Grateful Dead),,,973:2227:2788:3295:3362:3918:4919,50,TRUE,,,,,1968,,
51,Crazy Fingers,Robert Hunter & Jerry Garcia (Grateful Dead),,,104:143:151:241:252:411:448:657:826:1081:1398:1454:1602:1766:1953:2053:2226:2538:2582:2858:2917:3103:3214:3292:3361:3392:3424:3494:3608:3706:3962:4061:4212:4322:4496:4788:4913:5022:5336,51,TRUE,,,,,1975,,
474,Days Between,Robert Hunter & Jerry Garcia (Grateful Dead),,,4578,474,TRUE,,,,,1993,,
60,Deal,Robert Hunter & Jerry Garcia (Grateful Dead),,,4:48:307:566:724:918:1100:1211:1493:1803:2513:2955:3088:3254:3945:4596:4733:4805:4889:5086:5211:5337,60,TRUE,,,,,1971,,
62,Dire Wolf,Robert Hunter & Jerry Garcia (Grateful Dead),,,469:778:963:3290:3952:4601:5350,62,TRUE,,,,,1969,,
63,Doin' That Rag,Robert Hunter & Jerry Garcia (Grateful Dead),Rag,,984:2488:3947,63,TRUE,,,,,1969,,
66,Dupree's Diamond Blues,Robert Hunter & Jerry Garcia (Grateful Dead),Dupree's,,24:2552:3262:3960,66,TRUE,,,,,1969,,
71,Eyes of the World,Robert Hunter & Jerry Garcia (Grateful Dead),Eyes,,12:51:111:150:273:356:391:438:473:528:659:780:810:948:997:1069:1180:1215:1222:1292:1391:1439:1456:1496:1567:1664:1733:1837:1935:1993:2185:2306:2415:2478:2490:2563:2637:2709:2773:2805:2826:2857:2868:2946:2977:3058:3119:3184:3224:3368:3382:3447:3509:3531:3577:3623:3681:3817:3869:3905:3977:4043:4086:4113:4183:4289:4503:4525:4590:4674:4769:4803:4907:4947:5000:5048:5080:5158:5184:5231:5265:5300:5326:5435:5491:5522,71,TRUE,,,,,1973,,
76,Foolish Heart,Robert Hunter & Jerry Garcia (Grateful Dead),,,2588:2684:2786:2841:3582:3661:3825:3956:4013:4124:4199:4279:4374:4505:4581:4754:4826:4953:4999:5087:5180:5216:5285:5324:5429:5463:5535,76,TRUE,,,,,1988,,
100,He's Gone,Robert Hunter & Jerry Garcia (Grateful Dead),,,106:259:435:547:611:950:1051:1178:1190:1286:1321:1427:1482:1696:1784:1949:1951:2108:2122:2171:2287:2526:2653:2710:2791:2952:3022:3098:3186:3250:3349:3388:3470:3636:3638:3692:3814:3964:4092:4121:4189:4269:4271:4328:4478:4661:4667:4696:4822:4950:5053:5056:5150:5274:5515,100,TRUE,,,,,1972,,
98,Help on the Way,Robert Hunter & Jerry Garcia (Grateful Dead),Help,,13:81:144:174:230:256:316:370:439:491:518:590:605:640:675:711:786:813:894:938:993:1035:1048:1151:1186:1306:1401:1424:1578:1657:1689:1756:1917:1966:2004:2094:2138:2213:2399:2440:2499:2589:2617:2662:2725:2738:2926:2986:3019:3050:3092:3163:3243:3331:3377:3417:3468:3617:3647:3662:3742:3818:3854:3880:3981:4096:4143:4229:4281:4324:4411:4450:4538:4658:4665:4711:4745:4899:4975:5018:5041:5126:5269:5310:5387:5447:5474:5504,98,TRUE,,,,,1975,,
99,Here Comes Sunshine,Robert Hunter & Jerry Garcia (Grateful Dead),Sunshine,,404:892:1103:1238:1253:1359:1444:1861:1863:1896:2113:2231:2379:2433:2485:2815:2920:3111:3113:3182:3276:3403:3416:3491:3717:3793:3915:4025:4036:4067:4126:4297:4416:4465:4753:4842:4980:4995:5097:5194:5407,99,TRUE,,,,,1973,,
105,High Time,Robert Hunter & Jerry Garcia (Grateful Dead),,,3067,105,TRUE,,,,,1969,,
512,If I Had the World to Give,Robert Hunter & Jerry Garcia (Grateful Dead),,,4541,512,TRUE,,,,,1978,,IIHTWTG
120,Jack Straw,Robert Hunter & Jerry Garcia (Grateful Dead),,,3:148:285:394:572:671:836:838:1011:1348:1429:1464:1745:1768:1828:1892:1979:1995:2075:2103:2124:2201:2275:2386:2427:2518:2535:2557:2628:2707:2775:2810:2840:2880:2966:2979:3054:3081:3126:3293:3350:3374:3449:3495:3555:3616:3759:3812:3935:4032:4098:4135:4226:4300:4354:4463:4516:4555:4635:4680:4743:4832:4944:4952:4984:5039:5105:5137:5214:5293:5342:5384:5445:5485,120,TRUE,,,,,1971,,
520,Keep Your Day Job,Robert Hunter & Jerry Garcia (Grateful Dead),Day Job,,,520,TRUE,,,,Dayjob,1982,,
128,Lady With a Fan,Robert Hunter & Jerry Garcia (Grateful Dead),Lady,Terrapin,35:67:96:119:159:276:329:373:459:504:576:704:738:846:929:974:1108:1157:1193:1278:1294:1322:1372:1472:1526:1671:1697:1809:1927:2085:2192:2278:2358:2455:2540:2742:2831:2908:2967:3068:3132:3231:3315:3472:3533:3779:3994:4006:4070:4161:4194:4263:4330:4356:4383:4507:4521:4564:4645:4697:4760:4813:4853:4903:4957:5228:5358:5423:5481,128,TRUE,,,,,1977,,
131,Lazy River Road,Robert Hunter & Jerry Garcia (Grateful Dead),,,2150:4018:4130,131,TRUE,,,,,1993,,
524,Liberty,Robert Hunter & Jerry Garcia (Grateful Dead),,,,524,TRUE,,,,,1993,,
138,Loose Lucy,Robert Hunter & Jerry Garcia (Grateful Dead),Lucy,,365:1665:3303:3906:5006:5019:5123:5257,138,TRUE,,,,,1973,,
139,Loser,Robert Hunter & Jerry Garcia (Grateful Dead),,,107:1356:1520:1588:1719:1841:1887:1980:2012:2225:2328:2389:2520:2644:2769:2801:2845:3099:3503:3600:3745:3891:4009:4214:4437:4511:4927:5287,139,TRUE,,,,,1971,,
146,Might as Well,Robert Hunter & Jerry Garcia (Grateful Dead),,,3594:3889,146,TRUE,,,,Mighty Swell,1976,,
148,Mississippi Halfstep Uptown Toodleloo,Robert Hunter & Jerry Garcia (Grateful Dead),Halfstep,,214:350:421:537:912:1085:1145:1267:1546:1580:1722:1774:1925:2018:2154:2268:2315:2401:2528:2602:2714:2804:2935:2980:3045:3230:3356:3435:3497:3733:3816:3919:4091:4111:4262:4334:4486:4636:4685:4835:4955:4985:5149:5225:5364,148,TRUE,,,,Mississippi Half-step Uptown Toodle-oo,1972,,
165,New Speedway Boogie,Robert Hunter & Jerry Garcia (Grateful Dead),Speedway,,987:1383:1508:2117:2120:2183:2357:2789:2896:3078:3441:3493:3696:3863:4033:4248:4361:4549:4616:4619:4725:4810:4912:4978:5121:5331:5399:5459,165,TRUE,,,,,1969,,
184,Ramble On Rose,Robert Hunter & Jerry Garcia (Grateful Dead),,,191:225:339:381:498:721:909:1127:1247:1394:1500:1597:1760:2020:2203:2261:2459:2656:2757:2860:3043:3218:3426:3951:4395:4593:4778:4986:5023:5305,184,TRUE,,,,,1971,,
187,Ripple,Robert Hunter & Jerry Garcia (Grateful Dead),,,116:482:965:1790:1942:2309:3159:3666:4178:4633:4884:5132,187,TRUE,,,,,1970,,
546,Rosemary,Robert Hunter & Jerry Garcia (Grateful Dead),,,,546,TRUE,,,,,1968,,
190,Row Jimmy,Robert Hunter & Jerry Garcia (Grateful Dead),,,26:673:759:795:875:992:1057:1217:1227:1304:1436:1534:1725:1765:2014:2245:2393:2453:2533:2609:2712:2798:2873:2996:3039:3252:3354:3598:3713:3851:3940:4076:4136:4287:4398:4543:4737:4850:5011:5329:5397:5455,190,TRUE,,,,,1973,,
195,Scarlet Begonias,Robert Hunter & Jerry Garcia (Grateful Dead),Scarlet,,30:92:114:194:238:249:407:489:553:732:764:833:890:920:970:1054:1236:1488:1494:1584:1609:1854:1906:1965:2057:2067:2207:2446:2508:2559:2612:2664:2829:2885:2959:3034:3147:3202:3363:3519:3644:3689:3807:3938:3990:4030:4058:4134:4207:4309:4341:4365:4378:4481:4513:4567:4640:4779:4819:4839:4929:5171:5218:5282:5333:5393:5518,195,TRUE,,,,,1974,,
196,Shakedown Street,Robert Hunter & Jerry Garcia (Grateful Dead),Shakedown,,8:29:62:117:167:232:315:343:344:425:455:495:530:569:593:613:692:734:860:899:927:959:1029:1121:1135:1250:1331:1503:1523:1651:1708:1737:1825:1922:1958:2080:2250:2271:2308:2406:2432:2496:2579:2654:2700:2753:2781:2813:2838:2874:2943:2965:3014:3029:3141:3249:3260:3365:3391:3443:3444:3453:3499:3507:3543:3583:3634:3671:3748:3826:3883:3929:4027:4066:4141:4179:4240:4277:4347:4397:4433:4528:4558:4650:4715:4801:4827:4878:4945:4965:5043:5145:5190:5209:5289:5298:5328:5377:5449:5461:5545,196,TRUE,,,,,1978,,
403,Ship of Fools,Robert Hunter & Jerry Garcia (Grateful Dead),,,3778,403,TRUE,,,,,1974,,
207,Stagger Lee,Robert Hunter & Jerry Garcia (Grateful Dead),,,212:3160:3771:4444:4905:5101:5375:5411,207,TRUE,,,,,1978,,
208,Standing on the Moon,Robert Hunter & Jerry Garcia (Grateful Dead),,,736:2418:3564:4461:4969,208,TRUE,,,,,1989,,SOTM
209,Stella Blue,Robert Hunter & Jerry Garcia (Grateful Dead),Stella,,128:312:571:773:917:1419:1983:2161:2188:2562:2793:3166:3307:3408:3496:3708:3846:4002:4069:4255:4372:4495:4798:4917:5186:5243,209,TRUE,,,,,1972,,
214,Sugaree,Robert Hunter & Jerry Garcia (Grateful Dead),,,108:558:729:756:1098:2037:2447:3657:3790:4045:4078:4119:4169:4290:4628:4924:5107:5355,214,TRUE,,,,,1971,,
221,Tennessee Jed,Robert Hunter & Jerry Garcia (Grateful Dead),Jed,,7:768:828:878:902:907:1028:1053:1268:1319:1553:1626:1628:1685:1796:1976:1998:2217:2372:2472:2536:2569:2671:2715:2924:3080:3130:3221:3414:3609:3704:3795:3973:4166:4292:4490:4553:4881:5058:5174:5254:5402:5538,221,TRUE,,,,,1971,,
274,Terrapin Refrain,Robert Hunter & Jerry Garcia (Grateful Dead),Refrain,Terrapin,41:73:125:282:335:379:510:582:852:980:1114:1172:1199:1284:1300:1328:1378:1478:1532:1677:1817:1933:2198:2293:2364:2546:2748:2837:2914:3074:3138:3237:3344:3478:3785:4389:4702,274,TRUE,,,,,1977,,
224,Terrapin Station,Robert Hunter & Jerry Garcia (Grateful Dead),Station,Terrapin,36:68:97:120:160:277:330:374:460:505:577:705:739:847:930:975:1109:1158:1194:1279:1295:1323:1373:1473:1527:1672:1698:1812:1928:2086:2193:2279:2359:2456:2541:2743:2832:2909:2968:3069:3133:3232:3316:3473:3534:3780:3943:3995:4071:4162:4195:4264:4331:4357:4384:4508:4522:4565:4646:4698:4761:4814:4854:4904:4958:5071:5229:5359:5424:5482,224,TRUE,,,,,1977,,
242,They Love Each Other,Robert Hunter & Jerry Garcia (Grateful Dead),TLEO,,218:326:539:1130:1226:1559:1848:2034:2355:2450:2876:3112:3272:3710:3926:4156:4182:4349:4500:4862:4988:5045:5191:5353:5510,242,TRUE,,,,,1973,,TLEO
247,Til the Morning Comes,Robert Hunter & Jerry Garcia (Grateful Dead),,,1641:2918:3924:4554:4897:5104:5240:5383,247,TRUE,,,,,1970,,
575,To Lay Me Down,Robert Hunter & Jerry Garcia (Grateful Dead),,,,575,TRUE,,,,,1970,,TLMD
249,Touch of Grey,Robert Hunter & Jerry Garcia (Grateful Dead),Touch,,352:1272:1388:1408:1462:1561:1829:2046:2167:2327:2344:2381:2444:2555:2852:2899:3285:3455:3611:3643:3653:3659:3859:3933:3985:4063:4174:4401:4595:4734:4840:5059:5163:5242:5262:5378:5454:5501,249,TRUE,,,,Touch of Gray,1982,,
256,U.S. Blues,Robert Hunter & Jerry Garcia (Grateful Dead),US Blues,,21:1791:1911:3075:3398:3429:3605:3932:4116:4358:5260:5547,256,TRUE,,,,Wave That Flag,1974,,
255,Uncle John's Band,Robert Hunter & Jerry Garcia (Grateful Dead),,,43:53:58:138:197:223:275:389:434:525:550:607:668:701:777:856:858:945:1021:1038:1089:1240:1342:1353:1438:1479:1481:1510:1582:1599:1645:1647:1713:1782:1947:2082:2189:2338:2514:2620:2760:2772:2855:2869:2949:3117:3226:3275:3376:3578:3626:3649:3718:3831:4022:4299:4371:4492:4602:4604:4649:4687:4774:4785:4910:5051:5108:5124:5165:5275:5344:5401:5513,255,TRUE,,,,,1969,,UJB
264,West LA Fadeaway,Robert Hunter & Jerry Garcia (Grateful Dead),,,358:1074:2208:2291:3052:3773:4188:4612:4874:5090:5314,264,TRUE,,,,,1982,,
